state_code,sex,age,qx_fitted,qx_source
2,female,94,0.1660649819,raw
2,female,95,0.1818181818,raw
2,female,96,0.1987829615,raw
2,female,97,0.2197802198,raw
2,female,98,0.2357414449,raw
2,female,99,0.2580645161,raw
2,female,100,0.28125,raw
2,female,101,0.3058823529,raw
2,female,102,0.3272727273,raw
2,female,103,0.3529411765,raw
2,female,104,0.3636363636,raw
2,female,105,0.4615384615,raw
2,female,106,0.5,raw
2,female,107,0.6666666667,raw
2,female,108,0,raw
2,female,109,1,raw
2,male,0,0.01100864449,raw
2,male,1,0.001359084406,raw
2,male,2,0.0004926975189,raw
2,male,3,0.0003143610611,raw
2,male,4,0.0002416501251,raw
2,male,5,0.0002045547525,raw
2,male,6,0.0002011870033,raw
2,male,7,0.0001959951655,raw
2,male,8,0.0001907911473,raw
2,male,9,0.0001876583367,raw
2,male,10,0.000216728331,raw
2,male,11,0.0002749056921,raw
2,male,12,0.0003308618952,raw
2,male,13,0.0004458513532,raw
2,male,14,0.0005613247264,raw
2,male,15,0.0007327832574,raw
2,male,16,0.0009625060157,raw
2,male,17,0.001217638361,raw
2,male,18,0.001497264613,raw
2,male,19,0.001798022176,raw
2,male,20,0.002073758547,raw
2,male,21,0.002384312866,raw
2,male,22,0.002683051166,raw
2,male,23,0.002993099977,raw
2,male,24,0.003273063218,raw
2,male,25,0.003516518382,raw
2,male,26,0.00371801126,raw
2,male,27,0.003904560999,raw
2,male,28,0.004059962523,raw
2,male,29,0.004200917978,raw
2,male,30,0.0040341005,fitted
2,male,31,0.004075588789,fitted
2,male,32,0.004121227393,fitted
2,male,33,0.004171431273,fitted
2,male,34,0.004226656833,fitted
2,male,35,0.004287406048,fitted
2,male,36,0.004354231003,fitted
2,male,37,0.004427738883,fitted
2,male,38,0.004508597454,fitted
2,male,39,0.004597541085,fitted
2,male,40,0.004695377366,fitted
2,male,41,0.004802994381,fitted
2,male,42,0.004921368692,fitted
2,male,43,0.005051574108,fitted
2,male,44,0.005194791316,fitted
2,male,45,0.005352318456,fitted
2,male,46,0.005525582721,fitted
2,male,47,0.005716153094,fitted
2,male,48,0.005925754321,fitted
2,male,49,0.006156282228,fitted
2,male,50,0.006409820526,fitted
2,male,51,0.006688659227,fitted
2,male,52,0.006995314817,fitted
2,male,53,0.007332552355,fitted
2,male,54,0.007703409663,fitted
2,male,55,0.008111223794,fitted
2,male,56,0.008559659974,fitted
2,male,57,0.009052743233,fitted
2,male,58,0.009594892946,fitted
2,male,59,0.01019096053,fitted
2,male,60,0.01084627053,fitted
2,male,61,0.01156666539,fitted
2,male,62,0.01235855419,fitted
2,male,63,0.01322896553,fitted
2,male,64,0.014185605,fitted
2,male,65,0.01523691746,fitted
